name,endereco,bairro,cep,cidade,estado,pais,telefone,nome_fantasia,email,site,cnpj
GRUPO DE ASSESSORIA E MOBILIZAÇÃO DE TALENTOS,R. Prof. José Bernardes Paes Jr. - 301 -,Jd. Santo Antonio,12281040,Caçapava,SP,Brasil,12-36532922,GAMT,priscila.porfirio@gamt.org.br,gamtcpv@org.gov.br,46654158000186
Centro Espírita Allan Kardec,Rua Francisco Masseli - 32 -,Centro,37500058,Itajubá,MG,Brasil,35-36212125,,,,
ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE DESCALVADO,RUA VICTORIO AMADEU CASATI - 26 -,VILA MUNICIPAL,13690000,Descalvado,SP,Brasil,19-35831744,APAE DE DESCALVADO,apaedesc@terra.com.br,,
Associação de Pais e Amigos dos Excepcionais,Rua Ciriaco Joaquim de Matos - 50 -,Praça da Ponte,26900000,Miguel Pereira,RJ,Brasil,24-24842229,APAE - Miguel Pereira,apaemiguelpereira@yahoo.com.br,,
COLEGIO NOSSA SENHORA AUXILIADORA,PRAÇA MARIA AUXILIADORA - 380 -,CENTRO,56302335,Petrolina,PE,Brasil,87-38668450,COLEGIO NOSSA SENHORA AUXILIADORA,social@auxiliadorapetrolina.com.br,www.auxiliadorapetrolina.com.br,10729564000113
"Fundação Educandário ""Cel. Quito Junqueira""",Av. Cav. Paschoal Innecchi - 500 -,Jd. Independência,14076010,Ribeirão Preto,SP,Brasil,16-36271800,Educandário,educandario@educandariorp.com.br,www.educandariorp.com.br,55998546000175
JUVENTUDE CIVICA POAENSE,RUA POANOPOLIS - 369 -,CENTRO,8562300,Poá,SP,Brasil,11-46368165,JUCIP,rhjucip@hotmail.com,,
Casa da Criança Desidério Minetto,Av. Coronel Virgílio Rocha - 1736 -,Centro,17290000,Macatuba,SP,Brasil,14-32681252,Casa da Criança Desidério Minetto,ccdesideriominetto@lpnet.com.br,,
Associação de Assistência aos Hansenianos de Jundiaí,Rua dos Bandeirantes - 1060 -,Ponte de Campinas,13201130,Jundiaí,SP,Brasil,11-45861584,Hansenianos,hansenianos@terra.com.br,,
ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,RUA NITEROI - 522 - ESCOLA,ALVORADA,85601390,Francisco Beltrão,PR,Brasil,46-35233685,ESCOLA DE EDUCAÇÃO ESPECIAL MUNDO COLORIDO,apaeadministrativo@netconta.com.br,,
associação padre enzo-solidariedade para tamandare,rua 1 - 0 -,estrela do mar,55578000,Tamandaré,PE,Brasil,81-36762810,,,,
Hospital de Caridade de Crissiumal,Rua Redentora - 81 -,Centro,98640000,Crissiumal,RS,Brasil,55-35241177,Hospital de Caridade de Crissiumal,administracao@hccrissiumal,,
Instituto de Reciclagem do Adolescente,Avenida presidente altino - 973 -,Jaguaré,5323002,São Paulo,SP,Brasil,11-37683607,Reciclar,reciclar@reciclar.org.br,www.reciclar.org.br,750121000150
FUNDAÇÃO VALE DO TAQUARI DE EDUCAÇÃO E DESENVOLVIMENTO SOCIAL - FUVATES,RUA AVELINO TALLINI - 171 -,UNIVERSITÁRIO,95900000,Lajeado,RS,Brasil,51-37147000,CENTRO UNIVERSITÁRIO UNIVATES,fuvates@univates.br,www.univates.br,4008342000109
"Instituto de Estudos e Pesquisas em Tecnologia, Relações Internacionais e Segurança",Rua do Expedicionário - 1157 -,Sousas,13106028,Campinas,SP,Brasil,19-32586665,Instituto CeTRIS,cetris@cetris.com.br,www.cetris.com.br,8633481000184
"Obra Social Leste Um ""O SOL""",Rua Corcovado - 213 -,Jardim Botânico,22460050,Rio de Janeiro,RJ,Brasil,21-22945099,,,,
ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,AV. JOSÉ SÉRVULO SOALHEIRO - 894 - -0,ESPERANÇA,35701019,Sete Lagoas,MG,Brasil,31-21062510,APAE DE SETE LAGOAS,apaeslg@yahoo.com.br,apaesl.org.br,25002270000162
Associação e Oficinas de Caridade Santa Rita de Cássia,Praça Santo Agostinho - 37 - Igreja Santo Agostinho,Aclimação,1533070,São Paulo,SP,Brasil,11-25772499,,,,
CENTRO DE APRENDIZAGEM METODICA PROFISSIONALIZANTE,AV EMILIA MARCHI MARTINI - 110 -,JD PRESIDENTE,13840090,Mogi Guaçu,SP,Brasil,19-38613629,CAMP,camp_mogiguacu@ig.com.br,,
Sociedade Evangélica Beneficente de Curitiba,Alameda Augusto Stellfeld - 1908 -,Bigorrilho,80730150,Curitiba,PR,Brasil,41-32405000,Evangelico,ataliba.lima@evangelico.org.br,www.evangelico.org.br,76575604000128
CASA SERENA,Rua Cotoxo - 300 -,Vila Pompeia,5021000,São Paulo,SP,Brasil,11-38629201,CASA SERENA,serenacasa@yahoo.com.br,www.casaserena.org.br,55295828000106
GRUPO ESPÍRITA ANDRÉ LUIZ,Rua Ipanema - 840 -,Copacabana,38411038,Uberlândia,MG,Brasil,34-32148909,,,,
Pacto - Desenvolvimento Social e Pesquisa,Av. Sinfrônio Brochado - 1410 - loja 04,Barreiro,30640000,Belo Horizonte,MG,Brasil,31-33090070,,,,
ASSOCIAÇÃO NOVO ESTILO DE VIDA,RUA CINCO - 55 -,SANTA FELICIDADE,37540000,Santa Rita do Sapucaí,MG,Brasil,35-34714120,VIVER FELIZ,novoestilodevida.viverfeliz@bol.com.br,,
HOSPITAL DE CARIDADE DE ERECHIM,AV COMANDANTE KRAEMER - 405 -,CENTRO,99700000,Erechim,RS,Brasil,54-35208459,,,,
Sociedade Espírita Francisco de Assis de Amparo aos Necessitados,Rua Santos Dumont - 620 - Sala 01,Centro,84010360,Ponta Grossa,PR,Brasil,42-32224270,Sociedade Espírita Francisco de Assis de Amparo aos Necessitados,armando.madalosso@gmail.com,,
Associação Paulista Feminina de Combate ao Câncer,Rua General Jardim - 618 - 5º andar - Conjunto 52,Vila Buarque,1223011,São Paulo,SP,Brasil,11-32591414,APFCC,apfcc@uol.com.br,apfcc.org.br,219822000168
Fundação Lowtons de Educação e Cultura,Rua Marechal Rondon - 2019 -,Centro,79002201,Campo Grande,MS,Brasil,67-39012918,FUNLEC,contabilidade@funlec.com.br,www.funlec.com.br,15497290000106
ASSOCIAÇÃO MIRIM DE OURINHOS E SERVIÇO DE INTEGRAÇÃO DE MENINAS,Rua Amazonas - 205 -,Vila Nova Sá,19911710,Ourinhos,SP,Brasil,14-33262141,,,,
INSTITUTO DE DESENVOLVIMENTO SUSTENTÁVEL DE SANTA CATARINA,RUA BOANERGES PEREIRA DE MEDEIROS - 1075 - APTO 01,CENTRO,88650000,Urubici,SC,Brasil,49-99515422,INDESSC,jorgeaugusto13@hotmail.com,www.indessc.org.br,7146946000100
Lar dos Velhos de Inúbia Paulista,Rua Carlos Gomes - 108 -,Centro,17760000,Inúbia Paulista,SP,Brasil,18-35561362,,,,
Assocciação Companheiros do N]Menor de Bragança Paulista,Rua Cons Rodrigues Alves - 71 -,Centro,12900180,Bragança Paulista,SP,Brasil,11-40332343,COMENOR,comenor@itelefonica.com,www.comenor.com.br,51315729000198
Cruzada das Senhoras Católicas - Dispensário Santo Antônio,Av. 9 de Julho - 141 -,Centro,13741140,Americana,SP,Brasil,19-34611657,,,,
Colmeia - Instituição a Serviço da Juventude,Rua Marina Cintra - 97 -,Jardim Europa,1446060,São Paulo,SP,Brasil,11-38811545,,,,
Fundação de Ensino e Desenvolvimento,rua dr. Mário Nicola - 111 -,Jardim do Sol,96216100,Rio Grande,RS,Brasil,53-32351248,Escola de Ensino Fundamnetal Jardim do Sol,ejsol@vetorial.net,,
Instituto Nossa Senhora da Salette,Rua do Salete - 47 -,Barris,40070200,Salvador,BA,Brasil,71-33286091,,,,
Congregação dos Humildes Servos da Rainha do Amor,"R. Carlos Nobrega Teixeira, - 220 -",Pq. América,9450000,Rio Grande da Serra,SP,Brasil,11-48269877,Servos da Rainha,servosdarainha@ig.com.br,www.servosdarainhadoamor.org.br,351000100
FUNDAÇÃO ITAÚ DE ASSISTÊNCIA SOCIAL,RUA DR WARSES RONAN MARTINS - 170 -,SAGRADA FAMILIA,37975000,Itaú de Minas,MG,Brasil,35-35361333,HOSPITAL ITAÚ,fiaspessoal@netmg.com.br,,
INSTITUTO PADRE LUIS CECCHIN,RUA PROF RIVADAVIA BERNARDES DE PAULA - 155 -,JOSE FERNANDES SALSA,55700000,Limoeiro,PE,Brasil,81-36280922,INSTITUTO PADRE LUIS CECCHIN,iplc@calabria.com.br,www.iplclimoeiro.org,10506731000167
HOSPITAL BENEFICENTE SÃO JOÃO,AVENIDA SALZANO DA CUNHA - 9 -,CENTRO,99840000,Sananduva,RS,Brasil,54-33431566,HOSPITAL BENEFICENTE SÃO JOÃO,HBSJ@3ENET.COM.BR,,
Instituto Nacional Ouvidoria do Idoso,Av. Brig. Faria Lima - 558 - cj 52 A,Pinheiros,5426200,São Paulo,SP,Brasil,11-38165652,,,,
FUNDAÇÃO JOÃO THEODOSIO ARAUJO,AVENIDA DOS ANDRADAS - 455 -,CENTRO,36036000,Juiz de Fora,MG,Brasil,32-21012451,ASSOCIAÇÃO DOS CEGOS,acegosjf@acegosjf.com,acegosjf.com.br,21593520000125
Irmandade de Misericórdia de Taubaté,Rua Portugal - 169 - casa,Jardim das Nações,12030230,Taubaté,SP,Brasil,12-36324423,,,,
ASSOCIAÇÃO bENEFICENTE CASA CAIADA,PRAÇA ANTENOR NAVARRO - 39 - 1. andar,VARADOURO,58010480,João Pessoa,PB,Brasil,83-32214249,CASA CAIADA,ccorg10@gmail.com,www.casacaiada.org.br,678625000107
Associação Artística Coral Júlia Pardini,Rua Aquiles Lobo - 434 -,Floresta,30150160,Belo Horizonte,MG,Brasil,31-32243563,,,,
Fundação Hospitalar Beneficente Concórdia,Rua Hermann Miertschink - 210 -,Centro,29645000,Santa Maria de Jetibá,ES,Brasil,27-32631847,Hospital Concórdia,ar.contabil@hotmail.com,,
FRATERNIDADE:. ECLETICA:. ESPIRITUALISTA:. UNIVERSAL:.,AV.SAO JOAO BATISTA - 23 -,DISTRITO OCIDADE ECLETICA,72900000,Santo Antônio do Descoberto,GO,Brasil,61-36261391,,,,
APMI ASSOCIAÇÃO DE PROTEÇÃO À MATERNIDADE E À INFÂNCIA,RUA PROFESSOR ALFREDO PARODI - 427 -,CENTRO,83702070,Araucária,PR,Brasil,41-39015223,,,,
associação pró-hope apoio á criança com câncer,Alameda dos Guainumbis - 1027 -,Planalto Paulista,4067002,São Paulo,SP,Brasil,11-50877999,casa hope,isabel@hope.org.br,www.hope.org.br,2072483000165
Associação Pró Menor Lar Padre Jacó,R: José Copertino Chaves - 186 -,Fazenda,88302420,Itajaí,SC,Brasil,47-33482121,,,,
SANTA CASA DE MISERICÓRDIA DE RIBEIRÃO BONITO,RUA HORTÊNCIA - 120 -,JD PRIMAVERA,13580000,Ribeirão Bonito,SP,Brasil,16-33441744,SANTA CASA DE MISERICÓRDIA DE RIBEIRÃO BONITO,rh@camaleaonet.com.br,,
Associação Mogiana Oficina dos Aprendizes,Rua Aleixo Costa - 348 -,Bela Vista,8717080,Mogi das Cruzes,SP,Brasil,11-47999071,AMOA,amoamogi@globo.com,,
ASSOCIAÇÃO AUXÍLIO A VELHICE DESAMPARADA,RUA DURVAL CURZIO - 215 -,FATIMA,27600000,Valença,RJ,Brasil,24-24534970,,,,
Fundação José Carvalho,Estrada de Santiago - 0 -,Central,48120000,Pojuca,BA,Brasil,71-36458972,Fundação,sec@fjc.org.br,www.fjc.org.br,13962766000107
APAE de São Joaquim,Agripa de Castro Farias - 20 - Rua,Centro,88600000,São Joaquim,SC,Brasil,49-32331324,,,,
Congregação das Irmãs Auxiliares de Nossa Senhora da Piedade,Rua Calcedônia - 282 - Casa,Prado,30410340,Belo Horizonte,MG,Brasil,31-33711464,,,,
Casa do Sargento do Brasil,Av.Presidente Vargas - 1733 - 21º andar - Cobertura,Cidade Nova,20210030,Rio de Janeiro,RJ,Brasil,21-22215511,,,,
Instituto Sul Matogrossense Para Cegos Florivaldo Vargas,Rua 25 de Dezembro - 262 -,Centro,79002061,Campo Grande,MS,Brasil,67-33250997,ISMAC,ismac@terra.com.br,www.ismac.com.br,3271764000100
SANTA CASA DE MISERICORDIA DE JALES,AV JOAO AMADEU - 2049 -,CENTRO,15700000,Jales,SP,Brasil,17-36225000,SANTA CASA DE MISERICORDIA DE JALES,contabil@santacasajales.com.br,www.santacasadejales.com.br,50565936000138
Colégio São Joaquim,R Dom Bosco - 284 -,Centro,12600100,Lorena,SP,Brasil,12-31592033,,,,
Fundação São Judas Tadeu,Av. Edson da Mota Correa - 701 -,Centro,61600040,Caucaia,CE,Brasil,85-33422599,Fundação São Judas Tadeu (Funtad),funtad@terra.com.br,,
LAR DAS CRIANÇAS DIVINO AMOR,RUA IBITIRAMA - 1990 -,VILA BELA,3134002,São Paulo,SP,Brasil,11-63416528,LAR DAS CRIANÇAS DIVINO AMOR,matelionis@folhavp.com.br,,
ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ASSIS,RUA ANA ANGELA R. DE ANDRADE - 321 -,JARDIM PAULISTA,19815070,Assis,SP,Brasil,18-33222880,APAE DE ASSIS,apaeassi@femanet.com.br,,
Associação de Assistência Social João Emílio,Av. Barão do Rio Branco - 3890 -,Passos,36025020,Juiz de Fora,MG,Brasil,32-32121216,,,,
Irmandade da Santa Casa de Misericórdia de São José do Rio Preto,Rua Fritz Jacobs - 1236 -,Boa Vista,15025500,São José do Rio Preto,SP,Brasil,17-21399201,Santa Casa de Misericórdia de São José do Rio Preto,administracao@santacasariopreto.com.br,,
Task Brasil The Abandoned Street Kids of Brasil Trust,Rua Paulo de Azevedo - 38 - Casa,Santa Teresa,20251390,Rio de Janeiro,RJ,Brasil,21-25325291,Task Brasil,contadorsinval@terra.com.br,,
Associação de Pais e Amigosd dos Excepcionais,Rua: Henrique Schwarz - 294 -,Centro,89290000,São Bento do Sul,SC,Brasil,47-36331340,APAE,girassol.apae@uol.com.br <girassol.apae@uol.com.br>,,
"Fundação de Apoio ao Ensino, Pesquisa e Assistência do Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo",Campus Universitário - 3900 -,Monte Alegre,14048900,Ribeirão Preto,SP,Brasil,16-36022872,FAEPA,scofaepa@hcrp.fmrp.usp.br,www.faepa.br,57722118000140
Fundação Hospitalar Santa Otilia,Rua Miguel Couto - 800 - Casa,Centro,88870000,Orleans,SC,Brasil,48-34660171,Hospital Santa Otilia,fhotilia@terra.com.br,,
ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,RUA DUQUE DE CAXIAS - 327 -,CENTRO,96200020,Rio Grande,RS,Brasil,53-32327716,APAE,"apae@vetorial,net",,
INSTITUTO BRASILEIRO DE INOVACOES EM SAUDE SOCIAL,AVENIDA MARECHAL CAMARA - 350 - SALA 807,CASTELO,20020080,Rio de Janeiro,RJ,Brasil,21-99893416,IBISS,betonicodemos@uol.com.br,www.ibiss.com.br,40199606000112
Associação Educandário Santa Maria Goretti,RUA 06 - 1720 -,JD DAS FLORES,13505430,Rio Claro,SP,Brasil,19-35242188,Educandário Santa Maria Goretti,educandario.smg@terra.com.br,www.educandariosmg.org.br,56395452000174
Recanto dos Velhinhos Francisco Gonçalves Barbosa,Rua Francisco Ribeiro de Abreu - 102 -,Centro,27197000,Pinheiral,RJ,Brasil,24-33562801,,,,
ASSOCIAÇÃO COMUNITÁRIA EVANGÉLICA MONTE DAS OLIVEIRAS,RUA DOS TRABALHADORES - 525 -,N SRA DA PENHA,36970000,Manhumirim,MG,Brasil,33-33411253,CRECHE REVIVER,claytonbrant@terra.com.br,,
FUNDAÇÃO DE ASSISTÊNCIA SOCIAL DO ESPIRÍTO SANTO,AVENIDA JERONIMO MONTEIRO - 240 - 5º. ANDAR,CENTRO,29010002,Vitória,ES,Brasil,27-30824155,FAS/ES,fas-espiritosanto@bol.com.br,,
Movimento de Promoção e Assistencia Social Sopão Mineiro,RUA SERPENTINA - 62 -,CARLOS PRATES,30710050,Belo Horizonte,MG,Brasil,31-32723998,Sopão Mineiro,sopaomineiro@ig.com.br,www.sopaomineiro.org.br,38731899000195
Associação de Pais e Amigos dos Excepcionais,Rua São João da Ponte - 1660 -,Santo Antônio,39440000,Janaúba,MG,Brasil,38-38214455,APAE de Janaúba,apaejanauba@nortecnet.com.br,,
CENTRO JUVENIL SÃO CARLOS,RUA BARÃO DE IPANEMA - 85 -,COPACABANA,22050030,Rio de Janeiro,RJ,Brasil,21-22565150,,,,
comando florestal ambiental guadioes do verde cfav-ma,rua onix conj habitar brasil - 14 -,habitar brasil,65900390,Imperatriz,MA,Brasil,99-88032376,guadioes do verde,guardioes_verde@hotmail.com,,
Cidadão do Mundo Arte e Cultura,Rua Rio Grande do Sul - 73 -,Centro,9510020,São Caetano do Sul,SP,Brasil,11-72697800,,,,
MEIMEI EDUCAÇÃO E ASSISTÊNCIA,RUA RECIFE - 11 -,SACADURA CABRAL,9060730,Santo André,SP,Brasil,11-44219577,BERÇARIO MEIMEI,bercariomeimei@terra.com.br,,
CASA NOSSA SENHORA DA SOLEDADE,R AUGUSTO GUIMARAES - 736 -,SOLEDADE,40301035,Salvador,BA,Brasil,71-32421155,COLÉGIO NOSSA SENHORA DA SOLEDADE,dalvamonicapereira@yahoo.com.br,www.colegiosoledade.com.br,15145980000198
ASSOCIAÇÃO DAS IRMÃS DE CARIDADE DA SANTA CRUZ,Av. Cardeal da Silva - 1098 -,Federação,40231250,Salvador,BA,Brasil,71-32453182,SINCRUZ,simcruz@ig.com.br,,
ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE IACANGA,RUA PE JORGE MATTAR - 186 -,CENTRO,17180000,Iacanga,SP,Brasil,14-32941631,APAE DE IACANGA,,,
FUNDAÇAO HOSPITALAR DE PARAGUAÇU- FHOP,RUA PADRE PICCININI - 528 -,CENTRO,37120000,Paraguaçu,MG,Brasil,35-32672000,HOSPITAL E MATERNIDADE SAO FRANCISCO DE ASSIS,amauricontabilidade@yahoo.com.br,,
Cidade Interativa,"Rua Buenos Aires, 749 - 102 - Ed. Alaor Terra",Centro,98900000,Santa Rosa,RS,Brasil,55-35111380,Cidade Interativa,magooliveira@brturbo.com.br,www.cidadeinterativa.org.br,5997692000108
ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ALTINÓPOLIS,AV DA APAE - 550 -,DISTRITO INDUSTRIAL,14350000,Altinópolis,SP,Brasil,16-36652380,APAE DE ALTINÓPOLIS,apae.alt@com4.com.br,,
Centro de Aperfeiçoamento Multi-Pedagógico,Rua Dronsfield - 373 - 375,Lapa,5074000,São Paulo,SP,Brasil,11-38316821,CAMP Oeste,administracao@campoeste.org.br,São Paulo,52569043000196
AFIM - Associação de Apoio ao Fissurado Lábio-Palatal de Maringá,Rua Pitanga - 463 -,Jardim Tropical,87080730,Maringá,PR,Brasil,44-32251785,AFIM,afim_maringa@yahoo.com.br,afim.org.br,80289895000165
"Associação de Assistência e Promoção Social ""Lourdes Moraes Paiva""",Rua: Marechal Deodoro - 1294 -,Centro,79500000,Paranaíba,MS,Brasil,67-36681482,Casa da Criança,,,
Obras Assistenciais Nossa Senhora Aparecida,Rua- 15 de Novembro - 259 - -0,Centro,35500083,Divinópolis,MG,Brasil,37-32150985,Lar dos Idosos,lardosidososdiv@oi.com.br,,
CASA DE CARIDADE DE ALFENAS NOSSA SENHORA DO PERPETUO SOCORRO,Rua Martins Alfenas - 1616 -,CENTRO,37130000,Alfenas,MG,Brasil,35-3532996464,,,,
Acridas - Associãção Cristã de Assistência Social,Rua Eduardo Geronasso - 1782 - terreo,Bacacheri,82510580,Curitiba,PR,Brasil,41-35235646,acridas,adm@acridas.org.br,www.acridas.org.br,78552726000124
Associação de Pais e Amigos dos Excepcionais de Lençóis Paulista,rua: 28 de Abril - 1295 -,Jd. Ubirama,18683120,Lençóis Paulista,SP,Brasil,14-32630676,APAE de Lençóis Paulista,apaelencoispta@gmail.com,,
Sociedade Civil Projeto Coragem de Dois Corregos,Avenida Bonsucesso - 0 - Predio,Arco Iris,17300000,Dois Córregos,SP,Brasil,14-36523939,Projeto Coragem,projetocoragem@conectcor.com.br,,
Pantanal do Mimoso - Sociedade Ambientalista,Rua Augusto de Leverger - 1149 -,Centro,78900000,Barão de Melgaço,MT,Brasil,65-30233247,****,fernandorpm@uol.com.br,,
CONFRARIA DE SAO VICENTE DE PAULO,RUA LUIZ PASCHOAL BORGES - 285 -,CENTRO,36955000,Mutum,MG,Brasil,33-33121358,,,,
Instituto Brasileiro de Executivos de Finanças - IBEF Rio de Janeiro,Av. Rio Branco - 156 - Conjunto 402,Centro,20040003,Rio de Janeiro,RJ,Brasil,21-22821233,IBEF Rio de Janeiro,ibefrio@ibefrio.org.br,http://www.ibefrio.org.br,34163329000195
SERVIÇO ASSISTENCIAL E EDUCACIONAL A CRIANÇA - SAEC,RUA PE JORE MATTAR - 130 -,CENTRO,17180000,Iacanga,SP,Brasil,14-32943505,CASA DA CRIANÇA PE FRANCISCO DODDI,saec.iacanga@gmail.com,,
"Associação de Proteção a Saúde, a Maternidade e a Infância de Caucaia",Av. Edson da Mota Corrêa - 714 -,Centro,61600000,Caucaia,CE,Brasil,85-33688999,Hospital Maternidade Dr. Paulo Sarasate,apsmic.hmps@bol.com.br,,
assistencial,praça da estação - 253 - casa,estação,35920,Nova Era,MG,Brasil,31-38612444,serviço de obras sociais,,,
IRMANDADE SANTA CASA DE MISERICORDIA DE MARINGA,Rua Santos Dumont - 555 -,Zona 03,87060220,Maringá,PR,Brasil,44-30275605,HOSPITAL E MATERNIDADE MARIA AUXILIADORA,contabilidade@santacasamaringa.com.br,www.santacasamaringa.com.br,79115762000193
Fundação José Lucca,Rua Sete de Setembro - 2703 -,Centro,35010200,Governador Valadares,MG,Brasil,33-32719889,Creche Santa Helena,fundacaojoselucca@hotmail.com,,
União Cristã Feminina,"Rua Olívio Manoel de Camargo, - 291 -",Jardim Santa Mônica,13082125,Campinas,SP,Brasil,19-32462462,União Cristã Feminina,uniaocrista@feac.org.br,,
Limiar Associação de Apoio à Criança e Família Substituta,Rua Arcachon - 55 -,Jardim Kioto,4832070,São Paulo,SP,Brasil,11-37393657,Limiar,limiarbr@uol.com.br,casa.limiar@org.br,53852687000150
grupo de incentivo a vida,R. Capitão Cavalcanti - 145 -,V.Mariana,4017000,São Paulo,SP,Brasil,11-50840255,grupo de incentivo a vida,giv@giv.org.br,www.giv.org.br,64180383000100
ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE INDIAPORÃ,RUA THEODORO JOSÉ DE SOUZA - 1592 - SALAS,CENTRO,15690000,Indiaporã,SP,Brasil,17-38421518,ESCOLA DE EDUCAÇÃO ESPECIAL DE INDIAPORÃ,apae.indiapora@bol.com.br,,
academia brasileira de filosofia,Rua Riachuelo - 303 -,Centro,20230011,Rio de Janeiro,RJ,Brasil,21-2252853,,,,
FUNDAÇÃO DO ABC,Av. Príncipe de Gales - 821 -,Príncipe de Gales,9060650,Santo André,SP,Brasil,11-49935445,FUABC - ORGANIZAÇÃO SOCIAL DE SAÚDE,,,
COLEGIO DOM BOSCO,RUA SAO JOAO - 180 -,CENTRO,89160000,Rio do Sul,SC,Brasil,47-35211003,,,,
Casa de Repouso da Sociedade de São Vicente de Paulo de Pains,Rua Vereador Pedro de Paulo - 535 -,Centro,35582000,Pains,MG,Brasil,37-33231114,,,,
ASSOCIAÇÃO DE CARIDADE SÃO JOSÉ,RUA OSCAR DE ARAÚJO - 197 - HOSPITAL,CENTENÁRIO,35920000,Nova Era,MG,Brasil,31-38611445,HOSPITAL SÃO JOSÉ E MATERNIDADE NOSSA SENHORA DAS GRAÇAS,hsaojose@valenet.com.br,,
associação civil hoc tempore,RUA GAL.NETTO - 778 - SALA 502,centro,96015280,Pelotas,RS,Brasil,53-33055569,,,,
ASSOCIAÇÃO BÊNÇÃO DE PAZ,Rua Renato Rinaldi - 517 -,Vila Carrão,3426000,São Paulo,SP,Brasil,11-20929800,BÊNÇÃO DE PAZ,bencaodepaz@uol.com.br,www.bencaodepaz.org.br,64025232000187
Centro de Estudos e Orientação da Família,Rua Abdon Batista - 56 - fundos,Centro,89201010,Joinville,SC,Brasil,47-34227033,CENEF,cenef25anos@gmail.com,,
Fundação Araucária,Av. Marechal Floriano - 811 - Cx. Postal 14,Centro,99870000,São José do Ouro,RS,Brasil,54-33521358,Funasjo,araucaria@araucaria.org.br,http://www.araucaria.org.br,96704333000170
ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,RUA EDMUNDO NICOLAU MAUAD - 840 -,CENTRO,15420000,Guaraci,SP,Brasil,17-38157178,APAE DE GUARACI,apaedeguaraci@uol.com.br,,
SOCIEDADE LAR ESPIRITA MARIA CARLOTA,RUA GENERAL CARNEIRO - 190 -,PARAISO,38445076,Araguari,MG,Brasil,34-32413162,SOLAREMAC,luiz@irmaosresende.com.br,,
CENTRO DE PREVENÇÃO E REABILITAÇÃO DE DEFICIENCIA DA VISAO PROVISAO,RUA ANTONIO CAMPOS MELO - 294 -,BOSQUE DOS EUCALIPTOS,12233040,São José dos Campos,SP,Brasil,12-39193200,PROVISÃO,MEIRE@HOSPITALPROVISAO.ORG.BR,WWW.HOSPITALPROVISAO.ORG.BR,51619906000120
Associação Ressurgir - Grupo de Apoio a Família em Risco Social,Av. Paulo de Frontin - 435 -,Rio Comprido,20261240,Rio de Janeiro,RJ,Brasil,21-22134440,Associação Ressurgir - Escola de Família,administracao@ressurgir.org.br,www.ressurgir.org.br,643485000131
Associação Hospital Bom Pastor ijui,Av. David José Martins - 1376 -,Hammarstronn,98700000,Ijuí,RS,Brasil,55-33327700,Hospital Bom Pastor,hbpastor@brturbo.com.br,,
FUNDAÇÃO ABILIO ALVES MARQUES,RODOVIA BRIGADEIRO FARIA LIMA KM 372 - 0 - FAZ. SANTA IRENE - CAIXA POSTAL 44,ZONA RURAL,14712800,Bebedouro,SP,Brasil,17-33421709,,,,
CASA DE ASSISTENCIA AOS IDOSOS LEDIA TANUS BRAZ,RUA VINTE E SEIS - 1 - QUADRA D LOTES 1 AO 9,FRANCO SUIÇO,36880000,Muriaé,MG,Brasil,32-37218899,CASA DE ASSISTENCIA AOS IDOSOS LEDIA TANUS BRAZ,lcp@grupolider.com.br,,
AÇÃO CRISTÃ VICENTE MORETTI,RUA MARAVILHA - 308 -,BANGU,21810100,Rio de Janeiro,RJ,Brasil,21-24019533,ACVM,financeiro@acvmrj.org.br,www.acvmrj.org.br,33831322000131
ASSOCIAÇÃO CATARINENSE DE ENSINO,RUA SÃO JOSÉ - 490 -,CENTRO,89202010,Joinville,SC,Brasil,47-30264000,,,,
Instituto Alcoa,Avenida das Nações Unidas - 12901 - Torre Oeste - 16º andar,Brooklin,4578000,São Paulo,SP,Brasil,11-32963066,Instituto Alcoa,monica.espadaro@alcoa.com.br,www.alcoa.com.br,61578886000140
ASSOCIAÇÃO DAS DAMAS DE CARIDADE DE SÃO VICENTE DE PAULO,PRAÇA MARIA GAGLIANONE - 120 -,XIS,14875205,Jaboticabal,SP,Brasil,16-32024131,ASILO SÃO VICENTE DE PAULO,asiloelaine@gmail.com,www.asilojaboticabal.org.br,50510874000167
Casa da Esperança de Santo André,Av. Dr. Alberto Benedetti - 533 -,Vila Assunção,9030340,Santo André,SP,Brasil,11-49797215,,,,
Associação de Pais e Amigos dos Excepcionais de Iracema,Rua Antonio Tavares Magalhães - 63 -,Centro,62980000,Iracema,CE,Brasil,88-34281782,APAE,luluafreitas@bol.com.br,www.iracema.apaebrasil.org.br,2945180000100
